DOI,Link
../../new_cs_se/2023/2305.13680v1/2305.13680v1.pdf,
../../new_cs_se/2023/2307.04599v1/2307.04599v1.pdf,https://github.com/sraedler/Model-Driven-Engineering4Artificial-Intelligence
../../new_cs_se/2023/2306.10599v1/2306.10599v1.pdf,https://github.com/apache/ant
../../new_cs_se/2023/2306.14397v2/2306.14397v2.pdf,
../../new_cs_se/2023/2308.10088v1/2308.10088v1.pdf,
../../new_cs_se/2023/2302.03482v1/2302.03482v1.pdf,https://github.com/ReliableCoding/REPEAT
../../new_cs_se/2023/2307.08288v1/2307.08288v1.pdf,
../../new_cs_se/2023/2310.16673v1/2310.16673v1.pdf,
../../new_cs_se/2023/2304.14787v2/2304.14787v2.pdf,https://github.com/marketplace/actions
../../new_cs_se/2023/2308.13480v1/2308.13480v1.pdf,https://gitlab.com/gitlab-org/gitlab
../../new_cs_se/2023/2311.03365v1/2311.03365v1.pdf,
../../new_cs_se/2023/2308.13319v1/2308.13319v1.pdf,https://github.com/coco-2023/COCO
../../new_cs_se/2023/2306.01784v1/2306.01784v1.pdf,
../../new_cs_se/2023/2302.03723v2/2302.03723v2.pdf,
../../new_cs_se/2023/2303.08244v1/2303.08244v1.pdf,https://github.com/enderminyard/phonecoding
../../new_cs_se/2023/2302.09146v1/2302.09146v1.pdf,https://github.com/optuna/optuna
../../new_cs_se/2023/2308.08144v1/2308.08144v1.pdf,
../../new_cs_se/2023/2303.10439v2/2303.10439v2.pdf,https://github.com/mongodb/mongo
../../new_cs_se/2023/2305.10080v2/2305.10080v2.pdf,https://github.com/pyoscx/scenariogeneration
../../new_cs_se/2023/2306.00108v2/2306.00108v2.pdf,
../../new_cs_se/2023/2301.05517v2/2301.05517v2.pdf,
../../new_cs_se/2023/2305.05379v3/2305.05379v3.pdf,
../../new_cs_se/2023/2308.14687v1/2308.14687v1.pdf,https://github.com/squaresLab/melt
../../new_cs_se/2023/2303.13151v1/2303.13151v1.pdf,
../../new_cs_se/2023/2309.01189v1/2309.01189v1.pdf,https://github.com/LogIntelligence/LogADEmpirical
../../new_cs_se/2023/2310.16253v1/2310.16253v1.pdf,https://github.com/appmlk/ConDefects
../../new_cs_se/2023/2305.09695v1/2305.09695v1.pdf,
../../new_cs_se/2023/2308.02121v1/2308.02121v1.pdf,
../../new_cs_se/2023/2303.15025v1/2303.15025v1.pdf,
../../new_cs_se/2023/2305.10910v1/2305.10910v1.pdf,https://github.com/kristiinara/LibraryDependencyEvolution
../../new_cs_se/2023/2305.01273v1/2305.01273v1.pdf,https://github.com/bastintonyroy/barriers_for_social_inclusion
../../new_cs_se/2023/2308.10828v1/2308.10828v1.pdf,https://github.com/logpai/LogPub
../../new_cs_se/2023/2307.16073v1/2307.16073v1.pdf,https://github.com/ThoughtWorksInc/2017
../../new_cs_se/2023/2310.08157v3/2310.08157v3.pdf,https://github.com/kimjisung78/MCRepair
../../new_cs_se/2023/2301.02412v2/2301.02412v2.pdf,https://github.com/tianzhaotju/CODA
../../new_cs_se/2023/2306.01033v1/2306.01033v1.pdf,
../../new_cs_se/2023/2309.13342v1/2309.13342v1.pdf,
../../new_cs_se/2023/2301.10943v2/2301.10943v2.pdf,
../../new_cs_se/2023/2307.11011v1/2307.11011v1.pdf,https://github.com/ASE2023Paper/NSS
../../new_cs_se/2023/2302.10671v1/2302.10671v1.pdf,
../../new_cs_se/2023/2301.00835v1/2301.00835v1.pdf,
../../new_cs_se/2023/2301.03554v1/2301.03554v1.pdf,https://github.com/UniversityOfHelsinkiCS/article-additions
../../new_cs_se/2023/2308.09573v1/2308.09573v1.pdf,
../../new_cs_se/2023/2305.08476v1/2305.08476v1.pdf,https://github.com/eyereasoner/Notation3-By-Example
../../new_cs_se/2023/2311.07410v1/2311.07410v1.pdf,
../../new_cs_se/2023/2306.14923v1/2306.14923v1.pdf,
../../new_cs_se/2023/2310.01166v1/2310.01166v1.pdf,https://github.com/features/copilot
../../new_cs_se/2023/2309.14884v1/2309.14884v1.pdf,https://github.com/Open-MBEE/OpenSE-Cookbook
../../new_cs_se/2023/2304.05049v1/2304.05049v1.pdf,
../../new_cs_se/2023/2311.07462v1/2311.07462v1.pdf,
../../new_cs_se/2023/2303.13041v1/2303.13041v1.pdf,
../../new_cs_se/2023/2308.01191v3/2308.01191v3.pdf,https://github.com/LLM4CodeClone/LLM4CodeClone
../../new_cs_se/2023/2302.00438v1/2302.00438v1.pdf,github.com/en/github
../../new_cs_se/2023/2303.02258v1/2303.02258v1.pdf,
../../new_cs_se/2023/2303.17780v3/2303.17780v3.pdf,
../../new_cs_se/2023/2308.15234v1/2308.15234v1.pdf,
../../new_cs_se/2023/2308.03330v2/2308.03330v2.pdf,https://github.com/REDNet-verifier/IDNN
../../new_cs_se/2023/2304.02140v1/2304.02140v1.pdf,
../../new_cs_se/2023/2311.08856v1/2311.08856v1.pdf,
../../new_cs_se/2023/2306.15568v1/2306.15568v1.pdf,
../../new_cs_se/2023/2303.12570v3/2303.12570v3.pdf,https://github.com/microsoft/CodeT
../../new_cs_se/2023/2306.08144v2/2306.08144v2.pdf,
../../new_cs_se/2023/2308.14731v1/2308.14731v1.pdf,https://github.com/apcl-research/Jam-CGPT
../../new_cs_se/2023/2301.10315v1/2301.10315v1.pdf,https://github.com/neo4j-contrib/neovis.js
../../new_cs_se/2023/2308.02955v2/2308.02955v2.pdf,
../../new_cs_se/2023/2303.14620v2/2303.14620v2.pdf,https://github.com/GoogleCloudPlatform/microservices-demo
../../new_cs_se/2023/2304.03254v1/2304.03254v1.pdf,
../../new_cs_se/2023/2305.17496v1/2305.17496v1.pdf,
../../new_cs_se/2023/2306.07557v2/2306.07557v2.pdf,
../../new_cs_se/2023/2305.03592v2/2305.03592v2.pdf,
../../new_cs_se/2023/2305.10339v1/2305.10339v1.pdf,https://github.com/kristiinara/VulnerabilityPropagationAnalysis
../../new_cs_se/2023/2306.09267v1/2306.09267v1.pdf,https://github.com/microsoft/vscode
../../new_cs_se/2023/2302.07229v1/2302.07229v1.pdf,
../../new_cs_se/2023/2311.03362v1/2311.03362v1.pdf,
../../new_cs_se/2023/2308.15281v1/2308.15281v1.pdf,
../../new_cs_se/2023/2306.00004v1/2306.00004v1.pdf,
../../new_cs_se/2023/2310.16340v1/2310.16340v1.pdf,
../../new_cs_se/2023/2311.00591v1/2311.00591v1.pdf,https://github.com/pytorch/pytorch
../../new_cs_se/2023/2304.07548v1/2304.07548v1.pdf,
../../new_cs_se/2023/2308.09960v1/2308.09960v1.pdf,
../../new_cs_se/2023/2302.14177v1/2302.14177v1.pdf,https://github.com/si2-urssi/eager
../../new_cs_se/2023/2304.02702v1/2304.02702v1.pdf,
../../new_cs_se/2023/2303.06777v1/2303.06777v1.pdf,
../../new_cs_se/2023/2307.12146v1/2307.12146v1.pdf,https://github.com/rajs80266/CodeSmellDetection
../../new_cs_se/2023/2302.06050v1/2302.06050v1.pdf,github.com/sea-lab-wm/burt
../../new_cs_se/2023/2306.14675v1/2306.14675v1.pdf,https://github.com/anonymous123rainy/LiResolver
../../new_cs_se/2023/2305.01315v1/2305.01315v1.pdf,
../../new_cs_se/2023/2306.16178v1/2306.16178v1.pdf,
../../new_cs_se/2023/2303.15750v3/2303.15750v3.pdf,
../../new_cs_se/2023/2306.05032v2/2306.05032v2.pdf,
../../new_cs_se/2023/2303.15990v1/2303.15990v1.pdf,https://github.com/edenhill/librdkafka
../../new_cs_se/2023/2306.08741v1/2306.08741v1.pdf,https://github.com/tarranjones/macOS-defaults
../../new_cs_se/2023/2306.00381v1/2306.00381v1.pdf,https://github.com/amazon-research/function-call-argument-completion
../../new_cs_se/2023/2301.00444v1/2301.00444v1.pdf,
../../new_cs_se/2023/2310.03248v1/2310.03248v1.pdf,
../../new_cs_se/2023/2311.05748v1/2311.05748v1.pdf,
../../new_cs_se/2023/2308.08473v1/2308.08473v1.pdf,
../../new_cs_se/2023/2304.05520v1/2304.05520v1.pdf,
../../new_cs_se/2023/2308.07638v1/2308.07638v1.pdf,https://github.com/OpsPAI/Prism
../../new_cs_se/2023/2306.02907v1/2306.02907v1.pdf,
../../new_cs_se/2023/2308.11747v1/2308.11747v1.pdf,
../../new_cs_se/2023/2307.02443v1/2307.02443v1.pdf,
../../new_cs_se/2023/2310.06308v1/2310.06308v1.pdf,
../../new_cs_se/2023/2307.06382v1/2307.06382v1.pdf,
../../new_cs_se/2023/2308.09932v1/2308.09932v1.pdf,https://github.com/Workiva/frugal
../../new_cs_se/2023/2311.11809v1/2311.11809v1.pdf,https://github.com/EvoTestOps/LogLead
../../new_cs_se/2023/2301.08022v1/2301.08022v1.pdf,
../../new_cs_se/2023/2303.08044v1/2303.08044v1.pdf,
