DOI,Link
2207.11897,
2202.03759,
2209.15111,
2212.06564,https://github.com/Sergey-Zeltyn/MIP-dataset
2206.07472,
2206.07082,
2201.06409,
2205.10530,
2207.00788,
2205.03931,
2205.11234,https://github.com/IyarLin/simMixedDAG
2206.01815,
2207.12252,https://github.com/hsu-aut/lion
2204.05148,
2201.06401,https://github.com/Ludeme/Ludii
2203.17109,
2204.04918,https://github.com/guochengqian/TNAS
2211.15941,
2205.15141,https://github.com/ryoryon66/TAAM
2205.13958,
2209.04911,https://github.com/MasterMilkX/KekeCompetition
2207.12764,
2201.05910,https://github.com/mana-ysh/knowledge-graph-embeddings
2207.03270,https://github.com/hill-a/stable-baselines
2203.13929,
2202.07919,https://github.com/anrep/HousE
2204.13775,
2202.03192,
2202.03971,
2204.12562,
2208.08790,
2207.01211,
2211.05423,
2211.05939,https://github.com/ataitler/pyRDDLGym
2206.08626,
2203.12969,https://github.com/gyunamister/impacta
2203.12817,https://github.com/Cranial-XIX/Continual-Learning-Private-Unlearning
2201.07719,
2207.06118,
2210.08874,
2212.10276,
2212.00543,https://github.com/Nanfeizhilu/FGS
2204.02495,
2210.08608,
2209.07479,
2205.01546,
2210.08153,https://github.com/NagisaZj/CUP
2203.10540,
2211.06011,
2209.11067,
2207.12166,https://github.com/amrisi/amr-guidelines
2205.06483,
2206.02019,
2206.11017,https://github.com/jalaliamin/ResearchCode
2206.07988,
2204.05579,
2208.06224,
2202.07553,https://github.com/ML-KULeuven/LearnSDD
2205.13646,https://github.com/balabit/Mouse-Dynamics-Challenge
2203.02878,
2204.04301,https://github.com/AAIR-lab/GRAPL
2201.11802,
2206.07762,
2210.12026,https://github.com/owlcs/pizza-ontology
2208.10327,https://github.com/pablovin/ChefsHatGYM
2204.01611,https://github.com/tae898/explicit-memory
2210.08203,
2206.07497,https://github.com/TeodorChiaburu/beexplainable
2203.00815,
2209.14252,
2212.12252,
2212.11517,https://github.com/fhtanaka/SGR
2209.11591,
2211.15782,
2204.01774,
2205.04850,https://github.com/aig-upf/pgp-landmarks
2202.13196,https://github.com/sh0416/clrcmd
2207.03317,
2206.03965,
2205.02328,https://github.com/Dtradke/Teams_IPD
2207.10330,https://github.com/rte-france/grid2viz
2204.10358,
2202.12466,
2202.03888,https://github.com/mohitKULeuven/HassleWithLocalSearch
2210.15096,
2203.04702,
2209.02427,https://github.com/Aman-4-Real/MMTG
2211.15408,
2202.04376,
2204.12190,https://github.com/zyr17/UniLight
2203.02150,https://github.com/soledad921/TEA-GNN
2204.14116,https://github.com/bprovanbessell/SATfeatPy
2203.07507,
2204.02929,https://github.com/snlemons/search
2202.04311,
2206.09638,
2205.09738,
2208.00316,
2204.06908,https://github.com/vOptSolver/vOptLib
2208.08160,
2203.13050,
2202.04236,
2207.02953,
2207.00630,
2206.06629,https://github.com/Hangwei12358/cross-person-HAR
2201.06248,
2206.13477,
2207.04118,
2205.04541,
2208.04148,
2208.06377,https://github.com/AlessandroGianola/SMT-based-Data-Aware-Processes-Verification
2206.14081,
2212.10723,https://github.com/mahdiabolghasemi/IEEE-predict
2202.01030,
2201.11404,
2203.00905,https://github.com/Oschart/FLoBC
2212.00258,
2210.15507,
2201.08450,
2208.07777,
2212.10446,
2208.12789,
2212.08817,https://github.com/snudatalab/Acorn
2210.10374,https://github.com/Thinklab-SJTU/UniversePartialMatching
2202.03188,
2203.03153,
2211.16011,https://github.com/JHL-HUST/BandHS
2209.12619,https://github.com/CamDavidsonPilon/lifetimes
2203.12285,
2206.11515,https://github.com/potassco/plingo
2211.00486,
2203.12275,
2208.09569,
2212.13631,
2203.16280,
2201.08112,
2205.01296,
2212.02064,
2204.06179,
2207.14760,
2209.12398,https://github.com/kenluck2001/anomalyMulti
2202.02698,https://github.com/alibaba/tgin
2210.12114,
2203.07993,https://github.com/BorealisAI/de-simple
2210.14640,https://gitlab.com/aureliendelage1/hsviforzsposgs
2205.06259,
2204.09985,
2205.10990,
2203.12955,
2205.00880,
2202.09773,
2211.03461,
2205.09201,
2205.05030,https://github.com/eadietz/bst2asp
2204.13329,https://gitlab.com/medicalvalues-public/mvrdf2vec
2212.09077,https://github.com/potassco/clingo-dl
2212.13725,
2206.06793,
2205.02923,https://github.com/Shereen-Elsayed/ImgRec
2203.11912,https://github.com/leandrocouto/sketch-learning
2204.04071,
2209.09491,https://github.com/aiwc/test_
2212.12575,
2211.06579,
2205.03219,https://github.com/avani17101/go-nba
2204.04242,
2209.03580,
2203.12200,
2207.00822,
2210.05050,
2211.15324,https://github.com/CodingPerson/PEARL
2210.00216,
2202.02519,https://github.com/salesforce/ICLRec
2201.08950,
2202.04427,https://github.com/sgzZ123/GRE
2204.02360,https://github.com/joyjitchatterjee/ScientometricReview-AI
2204.03596,
2206.08687,https://github.com/rballester/yodo
2208.01093,https://github.com/drugs4covid/EBOCA-Resources
2210.08956,
2204.07471,
2210.08263,
2208.08157,
2201.03472,
2202.13750,https://github.com/HibaArnaout/usefulnegations
2205.02562,
2212.08183,
2211.15349,https://github.com/xbrlej/FiPOMDP
2204.04686,https://github.com/Tiiiger/bert_score
2209.09066,https://github.com/alpha-asp/Alpha
2208.07753,
2202.01356,https://github.com/DirectMolecularConfGen/DMCG
2202.13041,
2202.04611,https://github.com/ospur/htn-tm
2210.08445,
2212.09033,https://github.com/Ericonaldo/ILSwiss
2204.05545,
2209.05090,https://github.com/leoprover/tptp-utils
2205.12159,
2205.05228,https://github.com/sk5050/HCSSP
2210.15637,
2204.04938,
2208.08611,
2205.11558,
2210.12080,https://github.com/gyunamister/ProPPa
2203.03183,
2212.02951,https://github.com/SUSTechGameAI/MFEDRL
2206.11539,https://github.com/itayhubara/BinaryNet.pytorch
2205.11898,
2211.02849,
2206.07862,
2204.08687,https://github.com/huggingface/transformers
2204.05512,
2212.01022,https://github.com/iitkcpslab/rlstl
2209.03990,
2205.03824,
2207.03066,
2210.09880,https://github.com/alejandrodemiquel/ARC
2206.03356,
2202.11958,
2204.02011,https://github.com/YChen1993/ELECRec
2202.03153,
2207.03330,
2212.13537,
2208.11024,https://github.com/neulab/KGxBoard
2203.08146,https://github.com/tengz-sudo/BEDS
2212.12154,https://github.com/sisl/CPOMDPExperiments
2206.06530,https://github.com/aig-upf/tarski
2211.10298,
2206.07772,
2211.06561,
2201.04204,
2206.04909,
2207.12054,
2212.11901,
2205.08719,
2202.05957,
2205.11590,
2203.10944,
2211.15384,
2203.16289,
2202.04411,
2201.03647,
2211.14541,
2205.09705,
2210.11174,
2207.07740,
2202.07596,
2203.13965,https://github.com/Otamio/KGA
2207.10991,
2210.04537,
2202.12039,
2212.09399,
2207.14772,https://github.com/amidos2006/Mario-AI-Framework
2208.09973,
2203.10145,
2207.10170,https://github.com/huanzhang12/ATLA_robust_RL
2206.08611,https://github.com/lwgkzl/MedDG
2211.17262,
2209.12093,https://github.com/kevinzakka/x-magical
2209.00210,
2207.03051,https://github.com/HaitaoMao/baidu_ultr_page
2201.07642,
2202.12260,
2201.08017,https://github.com/morningstarwang/MetaTTE
2205.05268,
2202.13406,
2207.00143,
2205.00299,
2211.09752,
2206.07461,https://github.com/bytekid/cocomot
2205.14032,https://github.com/cmungall/owlstar
2205.08683,github.com/richoux/Taunt
2211.03521,
2212.00800,
2208.13515,https://github.com/ckohlschm/detecting-surprising-instances
2205.12735,https://github.com/DanCunnington/NSIL
2211.16242,
2208.02443,
2210.01344,
2202.09606,
2204.00755,https://github.com/tensorflow/agents
2210.15767,https://github.com/NVlabs/stylegan2
2212.00994,
2209.13763,
2204.03752,
2205.04827,
2206.13959,
2205.15414,https://github.com/ndangtt/portfolio-based-analysis
2205.11291,
2207.12174,
2211.09622,
2202.09836,https://github.com/TPTPWorld/NonClassicalLogic
2209.05226,
2207.02258,
2210.11194,
2203.09952,
2211.06154,
2211.04009,
2209.13883,https://github.com/yuanmu97/MLink
2212.11892,
2202.00531,https://github.com/werner-duvaud/muzero-general
2205.10513,
2211.05180,https://github.com/sanda-avram/ROST-source-code
2203.04363,
2206.14506,
2201.00180,
2211.12560,
2203.02696,github.com/lirmm/AHPRank
2210.02807,
2212.12560,
2201.07839,https://github.com/kavitawagh/RLProject
2206.04724,https://github.com/spechub/Hets
2204.10662,https://github.com/gyunamister/OPerA
2209.04189,
2212.08681,
2211.02992,
2210.16502,
2209.11764,
2204.07123,
2201.07040,https://github.com/OpenBioLink/ITO
2206.03124,
2205.11158,
2201.06202,
2205.10893,https://github.com/openai/miniF2F
2207.05271,https://github.com/PneuC/OPARL
2207.02917,http://github.com/lmcinnes/umap
2205.10207,
2204.06076,
2206.02144,
2209.01619,
2202.05511,
2209.15067,
2209.04265,
2208.12047,
2212.04419,https://github.com/conormuldoon/unison
2210.03918,https://github.com/jetou/FEPSS
2212.06330,
2201.10436,
2206.02216,
2203.14852,
2210.11151,https://github.com/zhiweihu1103/ET-TET
2206.12700,
2212.09447,https://github.com/gugarosa/mh
2202.00674,
2209.13873,
2207.04502,
2202.08992,https://github.com/wonderren/public
2212.04891,
2205.06454,https://github.com/sluxsr/r5
2211.03890,
2201.05528,
2207.01434,
2202.09464,
2212.09377,
2204.10669,
2201.11239,
2211.04976,
2201.04349,
2212.02893,
2203.15099,https://github.com/google-research/google-research
2207.08599,https://github.com/credl/abcbenchmarking
2202.04787,
2209.02562,
2212.00331,
2210.08906,https://github.com/AndreaTocchetti/ACMReviewPaperPolimiDelft
2201.10334,https://github.com/amidos2006/Mario-AI-Framework
2205.06544,
2212.00061,
2202.01108,
2209.06569,
2201.08883,
2202.13985,
2210.11846,
2212.10915,https://github.com/Zaiwen/ModelCorrection
2211.10011,
2212.12757,
2201.05544,https://github.com/JHL-HUST/BandMaxSAT
2204.05168,
2201.06779,https://github.com/finnickniu/LDAM
2208.04273,https://github.com/bjsmith/multi-objective-value-aggregation
2207.06014,https://github.com/janothan/DL-TC-Generator
2209.07096,
2212.02098,https://github.com/tae898/room-env
2207.11324,https://github.com/EngyNasr/MSE-Benchmark
2202.07412,
2201.12885,https://github.com/COLAB2/midca
2201.06863,
2205.11215,https://github.com/MetricsDI/DIMetrics
2206.00595,
2205.13745,
2205.08018,https://github.com/mitmedialab/viznet
2205.15714,
2205.15126,https://github.com/egg-west/Stratega
2211.14409,https://github.com/domain-independent-dp/didp-rs
2206.11025,
2207.01412,
2207.03669,
2202.00332,
2206.07080,
2209.10319,
2212.08966,
2205.13954,https://github.com/RobinLu1209/Geometer
2205.05793,https://github.com/IDSIA/crepo
2201.10556,
2201.10315,
2202.04954,
2209.11746,https://github.com/selBaez/evaluating-conversations-as-ekg
2202.03047,https://github.com/Kayal-Sampath/detecting-signs-of-depression-from-social-media-postings
2207.00902,
2207.08365,https://github.com/nand1155/CausNet
2207.06105,https://github.com/GriddlyAI/escape-rooms
2210.01766,
2206.06202,https://github.com/KULeuvenADVISE/CGGD
2202.05938,
2205.03468,
2209.06317,
2212.08704,
2210.01634,
2206.05273,
2212.04401,
2206.14480,
2202.03196,
2203.04699,https://github.com/openjournals/joss-reviews
2207.01239,
2202.09163,
2202.13250,https://github.com/stacs-cp/tabulation-exp
2211.14492,
2203.07302,https://github.com/ValerioB88/gestalt-DNNs
2211.06402,
2205.12179,
2208.12210,https://github.com/edgeslab/sRCD
2211.15552,github.com/Maneuver-Identification to access the starter code and Maneuver-ID.mit.edu/data
2212.00342,
2209.07368,
2205.14094,https://github.com/melanibe/failure_detection_benchmark
2206.07870,https://github.com/tsumers/how-to-talk
2202.10381,
2204.03536,
2207.01251,
2211.15271,
2211.05457,
2207.01250,
2210.08998,
2207.12763,
2209.00686,
2211.16118,https://github.com/jhudsy/Gradual_Attack_Inference
2208.13390,
2206.13856,https://github.com/unitn-sml/wmi-pa
2212.08626,
2211.08467,https://github.com/maximecb/gym-miniworld
2202.02886,https://github.com/GuanSuns/ASGRL
2210.03994,https://github.com/zjukg/RMPI
2209.04759,
2203.15398,
2209.06120,https://github.com/HazyResearch/legalbench
2203.13236,https://github.com/AAIR-lab/DAAISy
2210.05014,
2209.07175,
2206.01954,https://github.com/lotten/daoopt
2208.08620,
2205.14229,
2209.08271,https://github.com/ZJULearning/TransAt
2209.03499,
2202.01123,
2201.06783,https://github.com/guoyinwang/LEAM
2209.05470,
2208.07622,https://github.com/TamSiuhin/KRACL
2205.10607,
2204.13570,
2201.12845,
2204.06117,
2208.14820,
2204.02737,https://github.com/meta-logic/lltp
2212.10435,
2212.07523,
2210.10903,
2211.14422,
2209.05170,https://github.com/yohayt/RAR_EUMAS2022
2206.01044,
2211.00901,
2206.03487,
2204.05576,
2201.06254,
2209.04309,https://github.com/jia-wei-zheng/alignment-over-probabilistic-events
2211.03219,https://github.com/j-easy/easy-rules
2208.08218,https://github.com/deepkashiwa20/ODCRN
2205.09362,
2202.14018,https://github.com/bio-ontology-research-group/EL2Box
2209.15274,
2201.06692,
2207.09897,https://github.com/BerenMillidge/Active
2212.11868,https://github.com/zxd-octopus/VRICR
2201.11117,
2211.03612,
2204.12704,
2207.03086,
2203.08895,
2210.12324,
2202.13252,
2204.09960,https://github.com/whitemech/planning-for-past-temporal-goals
2212.00951,https://gitlab.com/sm-ai-team/simplemind
2204.06438,
2210.05327,
2203.14079,https://github.com/reissnda/AutomataConformance
2208.13841,
2205.14327,https://github.com/navdeepkumar12/rmdp
2209.05838,https://github.com/satviz/satviz
2212.07996,
2210.12896,https://github.com/MR-BENjie/IDRL
2203.07782,https://github.com/Lee-zix/CEN
2205.07635,
2202.01256,https://github.com/huawei-noah/xingtian
2208.03685,https://github.com/yunshengtian/DGEMO
2209.09535,
2207.01543,
2203.15274,https://github.com/zecevic-matej/Finding-Structure-and-Causality-in-Linear-Programs
2209.01728,
2210.00283,
2202.02879,
2206.10454,
2201.13176,https://github.com/leela-zero/leela-zero
2203.00183,https://github.com/pipihaiziguai/T3OMVP
2203.01895,
2212.02823,
2205.01979,
2212.09918,
2202.00294,https://github.com/jhudsy/numerical
2208.12551,
2212.11854,
2201.03824,
2208.00894,https://github.com/FMZennaro/CategoricalCausalAbstraction
2209.13129,
2212.03467,
2207.03305,
2212.11717,
2209.09608,
2205.10575,
2212.12139,https://github.com/pokerme7777/HiTSKT
2208.11652,
2203.00964,
2212.03387,
2206.05532,https://github.com/janikbenzin/contect
2202.01291,
2208.11349,
2212.13819,
2206.09360,
2208.14037,
2203.13351,
2205.00215,
2210.03455,
2203.12111,
2202.10774,
2209.01410,
2204.00288,https://github.com/speckdavid/symk
2207.07339,
2208.08320,https://github.com/Bjarten/early-stopping-pytorch
2212.04589,https://github.com/EduardoGarrido90/iit
2212.11738,
2211.14987,https://github.com/tangjianpku/LINE
2212.00373,
2205.13763,
2212.12470,https://github.com/anlopez94/opf_gnn_ppo
2203.12499,
2209.13710,
2209.02414,
2206.11900,https://github.com/itayhubara/BinaryNet.pytorch
2207.12052,
2202.13101,
2202.02125,https://github.com/kracr/ontoseer
2202.07760,
2209.02902,
2204.05217,
2211.08671,
2211.11281,
2207.02100,https://github.com/SUSTechGameAI/EngagementMetrics
2210.00315,
2208.08058,https://github.com/alanxuji/DeLaLA
2211.03831,https://github.com/microsoft/mttl
2204.00302,
2203.01654,
2201.11331,
2202.07096,
2203.14018,
2203.16171,
2202.13746,
2203.03315,https://github.com/guolingbing/RLEA
2206.14153,
2210.06877,
2201.04841,https://gitlab.com/dikonov/Universal-Dictionary-of-Concepts
2207.09964,
2201.01027,
2207.00682,
2202.11532,
2206.12503,https://github.com/ChampiB/BTAI_3MF
2203.05057,
