DOI,Link
../../cs.AI/2023/2301.10289v2/2301.10289v2.pdf,https://github.com/deepmind/pushworld
../../cs.AI/2023/2302.09071v1/2302.09071v1.pdf,https://github.com/openai/CLIP
../../cs.AI/2023/2309.11284v1/2309.11284v1.pdf,https://github.com/VAN-QIAN/CIKM23-HIEST
../../cs.AI/2023/2309.11236v1/2309.11236v1.pdf,
../../cs.AI/2023/2307.09296v1/2307.09296v1.pdf,https://github.com/Vicinity111/DCE-RD
../../cs.AI/2023/2309.11528v1/2309.11528v1.pdf,
../../cs.AI/2023/2302.14208v2/2302.14208v2.pdf,
../../cs.AI/2023/2310.01065v1/2310.01065v1.pdf,
../../cs.AI/2023/2306.02519v1/2306.02519v1.pdf,https://github.com/openai/evals
../../cs.AI/2023/2310.05186v1/2310.05186v1.pdf,https://github.com/ilog-ecnu/EvoRRP
../../cs.AI/2023/2306.07719v1/2306.07719v1.pdf,
../../cs.AI/2023/2305.19861v1/2305.19861v1.pdf,
../../cs.AI/2023/2307.09168v1/2307.09168v1.pdf,
../../cs.AI/2023/2301.04993v1/2301.04993v1.pdf,
../../cs.AI/2023/2309.11724v1/2309.11724v1.pdf,https://github.com/AI-S2-Lab/EmoPP
../../cs.AI/2023/2308.12486v2/2308.12486v2.pdf,https://github.com/bowen-xu/SeL-NAL
../../cs.AI/2023/2307.14355v1/2307.14355v1.pdf,
../../cs.AI/2023/2308.12682v1/2308.12682v1.pdf,
../../cs.AI/2023/2304.01539v1/2304.01539v1.pdf,
../../cs.AI/2023/2308.15891v1/2308.15891v1.pdf,
../../cs.AI/2023/2302.13591v1/2302.13591v1.pdf,https://github.com/dbpedia/ontology-tracker
../../cs.AI/2023/2309.01622v1/2309.01622v1.pdf,
../../cs.AI/2023/2306.02979v1/2306.02979v1.pdf,
../../cs.AI/2023/2304.09015v3/2304.09015v3.pdf,https://github.com/JianhaoChen-nju/PaTeCon
../../cs.AI/2023/2309.10216v1/2309.10216v1.pdf,
../../cs.AI/2023/2304.01771v1/2304.01771v1.pdf,
../../cs.AI/2023/2307.15451v1/2307.15451v1.pdf,github.com/a-burigana/delphic_asp
../../cs.AI/2023/2302.13187v1/2302.13187v1.pdf,
../../cs.AI/2023/2303.08177v1/2303.08177v1.pdf,
../../cs.AI/2023/2308.14732v1/2308.14732v1.pdf,
../../cs.AI/2023/2309.09500v1/2309.09500v1.pdf,https://github.com/Zhang-Zijian/PromptST
../../cs.AI/2023/2310.09158v1/2310.09158v1.pdf,https://github.com/chenmeiqii/Teach-LLM-LR
../../cs.AI/2023/2305.00813v1/2305.00813v1.pdf,
../../cs.AI/2023/2305.11301v1/2305.11301v1.pdf,
../../cs.AI/2023/2310.00656v3/2310.00656v3.pdf,https://github.com/wiio12/LEGO-Prover
../../cs.AI/2023/2310.07478v2/2310.07478v2.pdf,https://github.com/minjiyoon/MMGL
../../cs.AI/2023/2310.07944v1/2310.07944v1.pdf,
../../cs.AI/2023/2308.16538v1/2308.16538v1.pdf,
../../cs.AI/2023/2303.00446v1/2303.00446v1.pdf,
../../cs.AI/2023/2302.04737v2/2302.04737v2.pdf,
../../cs.AI/2023/2308.03185v1/2308.03185v1.pdf,
../../cs.AI/2023/2308.14719v1/2308.14719v1.pdf,
../../cs.AI/2023/2305.15324v2/2305.15324v2.pdf,https://github.com/inverse-scaling/prize
../../cs.AI/2023/2309.08611v1/2309.08611v1.pdf,
../../cs.AI/2023/2302.09335v2/2302.09335v2.pdf,https://github.com/sienna-wxy/KDGene
../../cs.AI/2023/2304.09407v1/2304.09407v1.pdf,https://github.com/Pointerformer/Pointerformer
../../cs.AI/2023/2301.10280v1/2301.10280v1.pdf,https://github.com/ari-dasci/S-PlanningProblemGeneration
../../cs.AI/2023/2310.08377v1/2310.08377v1.pdf,
../../cs.AI/2023/2310.05499v1/2310.05499v1.pdf,
../../cs.AI/2023/2303.09449v1/2303.09449v1.pdf,https://github.com/Ludeme/LudiiExampleAI
../../cs.AI/2023/2303.00752v2/2303.00752v2.pdf,
../../cs.AI/2023/2302.01561v2/2302.01561v2.pdf,https://github.com/Michael-Beukman/MCHAMR
../../cs.AI/2023/2307.01676v1/2307.01676v1.pdf,
../../cs.AI/2023/2308.14269v1/2308.14269v1.pdf,
../../cs.AI/2023/2310.05410v1/2310.05410v1.pdf,
../../cs.AI/2023/2306.01746v1/2306.01746v1.pdf,
../../cs.AI/2023/2302.09484v2/2302.09484v2.pdf,
../../cs.AI/2023/2305.10556v1/2305.10556v1.pdf,
../../cs.AI/2023/2308.14363v1/2308.14363v1.pdf,
../../cs.AI/2023/2303.09058v1/2303.09058v1.pdf,
../../cs.AI/2023/2308.03598v4/2308.03598v4.pdf,
../../cs.AI/2023/2302.12592v1/2302.12592v1.pdf,
../../cs.AI/2023/2309.16180v1/2309.16180v1.pdf,github.com/alban-grastien/diagfwork
../../cs.AI/2023/2304.14678v1/2304.14678v1.pdf,https://github.com/zjukg/NeuralKG
../../cs.AI/2023/2308.11755v1/2308.11755v1.pdf,
../../cs.AI/2023/2307.08087v2/2307.08087v2.pdf,
../../cs.AI/2023/2305.15113v2/2305.15113v2.pdf,
../../cs.AI/2023/2307.11621v1/2307.11621v1.pdf,
../../cs.AI/2023/2304.12479v3/2304.12479v3.pdf,
../../cs.AI/2023/2307.07919v1/2307.07919v1.pdf,
../../cs.AI/2023/2304.14832v1/2304.14832v1.pdf,https://github.com/arminbiere/cadical
../../cs.AI/2023/2308.05501v1/2308.05501v1.pdf,https://www.github.com/deepcam-cn/yolov5-face
../../cs.AI/2023/2306.04025v1/2306.04025v1.pdf,
../../cs.AI/2023/2309.11064v1/2309.11064v1.pdf,https://github.com/tatsu-lab/stanford_alpaca
../../cs.AI/2023/2308.02835v2/2308.02835v2.pdf,
../../cs.AI/2023/2307.12620v1/2307.12620v1.pdf,
../../cs.AI/2023/2302.10674v1/2302.10674v1.pdf,
../../cs.AI/2023/2306.04750v2/2306.04750v2.pdf,
../../cs.AI/2023/2306.16205v1/2306.16205v1.pdf,https://github.com/eugenevinitsky/sequential
../../cs.AI/2023/2302.01443v1/2302.01443v1.pdf,
../../cs.AI/2023/2308.15863v1/2308.15863v1.pdf,https://github.com/utpalbora/runsolver
../../cs.AI/2023/2307.13815v2/2307.13815v2.pdf,https://github.com/edgetrier/AI-Reasoner
../../cs.AI/2023/2309.12529v1/2309.12529v1.pdf,https://github.com/WilsonWangTHU/neural_graph_evolution
../../cs.AI/2023/2301.12500v1/2301.12500v1.pdf,
../../cs.AI/2023/2309.11937v1/2309.11937v1.pdf,
../../cs.AI/2023/2306.09966v1/2306.09966v1.pdf,
../../cs.AI/2023/2306.13157v1/2306.13157v1.pdf,
../../cs.AI/2023/2308.07307v1/2308.07307v1.pdf,
../../cs.AI/2023/2308.13147v1/2308.13147v1.pdf,
../../cs.AI/2023/2308.15969v1/2308.15969v1.pdf,https://github.com/anonymous902109/iters
../../cs.AI/2023/2305.10091v1/2305.10091v1.pdf,
../../cs.AI/2023/2302.10648v1/2302.10648v1.pdf,
../../cs.AI/2023/2304.11376v1/2304.11376v1.pdf,https://github.com/qlurkin/PI2CChampionshipRunner
../../cs.AI/2023/2303.02536v2/2303.02536v2.pdf,
../../cs.AI/2023/2307.07734v1/2307.07734v1.pdf,https://github.com/FudanVI/generative-abstract-reasoning
../../cs.AI/2023/2301.05336v1/2301.05336v1.pdf,
../../cs.AI/2023/2302.09425v3/2302.09425v3.pdf,
../../cs.AI/2023/2303.06252v1/2303.06252v1.pdf,
../../cs.AI/2023/2301.07629v2/2301.07629v2.pdf,
../../cs.AI/2023/2302.03384v1/2302.03384v1.pdf,
../../cs.AI/2023/2310.08067v1/2310.08067v1.pdf,
../../cs.AI/2023/2310.02019v1/2310.02019v1.pdf,http://github.com/pedramsalimi/NLGXAI
../../cs.AI/2023/2304.12667v1/2304.12667v1.pdf,
../../cs.AI/2023/2301.07345v1/2301.07345v1.pdf,https://github.com/irfansha/Q-sage
../../cs.AI/2023/2306.07675v2/2306.07675v2.pdf,
../../cs.AI/2023/2301.05082v1/2301.05082v1.pdf,https://github.com/IgnacioVellido/Driver-Assistance-System
../../cs.AI/2023/2301.06141v2/2301.06141v2.pdf,
../../cs.AI/2023/2306.01872v1/2306.01872v1.pdf,
../../cs.AI/2023/2301.12510v1/2301.12510v1.pdf,
../../cs.AI/2023/2301.05041v2/2301.05041v2.pdf,
../../cs.AI/2023/2305.08116v2/2305.08116v2.pdf,https://github.com/asoulet/superficiality
../../cs.AI/2023/2310.03131v3/2310.03131v3.pdf,
../../cs.AI/2023/2307.11525v1/2307.11525v1.pdf,http://github.com/google/tuning_playbook
../../cs.AI/2023/2304.11318v1/2304.11318v1.pdf,
../../cs.AI/2023/2306.16368v1/2306.16368v1.pdf,
../../cs.AI/2023/2308.04749v1/2308.04749v1.pdf,https://github.com/BrainCog-X/Brain-Cog
../../cs.AI/2023/2305.04315v1/2305.04315v1.pdf,
../../cs.AI/2023/2308.15390v1/2308.15390v1.pdf,https://github.com/Grottoh/WTA-Network
../../cs.AI/2023/2308.09830v3/2308.09830v3.pdf,https://github.com/Significant-Gravitas/Auto-GPT
../../cs.AI/2023/2308.04030v1/2308.04030v1.pdf,https://github.com/Gentopia-AI/Gentopia
../../cs.AI/2023/2304.12604v1/2304.12604v1.pdf,https://github.com/hhdo/DaeMon
../../cs.AI/2023/2306.02257v1/2306.02257v1.pdf,
../../cs.AI/2023/2310.05167v2/2310.05167v2.pdf,https://github.com/Snagnar/Hieros
../../cs.AI/2023/2309.02009v1/2309.02009v1.pdf,
../../cs.AI/2023/2310.08032v1/2310.08032v1.pdf,
../../cs.AI/2023/2302.11871v1/2302.11871v1.pdf,https://github.com/Jfortin1/ComBatHarmonization
../../cs.AI/2023/2307.10315v1/2307.10315v1.pdf,
../../cs.AI/2023/2308.03161v1/2308.03161v1.pdf,https://github.com/rbrandt1/Precise-Benchmarking-of-XAI
../../cs.AI/2023/2309.11753v1/2309.11753v1.pdf,
../../cs.AI/2023/2306.05016v1/2306.05016v1.pdf,https://github.com/BUPT-ANTlab/PEPCRL-MVP
../../cs.AI/2023/2303.15027v3/2303.15027v3.pdf,https://github.com/sa-and/interventional_RL
../../cs.AI/2023/2302.01578v1/2302.01578v1.pdf,
../../cs.AI/2023/2306.03381v1/2306.03381v1.pdf,https://github.com/ValveSoftware/openvr
../../cs.AI/2023/2304.03103v2/2304.03103v2.pdf,https://github.com/oegedijk/explainerdashboard
../../cs.AI/2023/2301.08025v2/2301.08025v2.pdf,
../../cs.AI/2023/2306.04792v1/2306.04792v1.pdf,
../../cs.AI/2023/2309.10371v1/2309.10371v1.pdf,
../../cs.AI/2023/2310.03352v1/2310.03352v1.pdf,github.com/idsia/credici
../../cs.AI/2023/2303.08792v1/2303.08792v1.pdf,
../../cs.AI/2023/2306.07635v1/2306.07635v1.pdf,https://gitlab.com/JoD/exact
../../cs.AI/2023/2302.00094v1/2302.00094v1.pdf,
../../cs.AI/2023/2302.02985v1/2302.02985v1.pdf,
../../cs.AI/2023/2306.03604v4/2306.03604v4.pdf,https://github.com/ZJLAB-AMMI/LLM4RL
../../cs.AI/2023/2310.04836v1/2310.04836v1.pdf,
../../cs.AI/2023/2302.09665v2/2302.09665v2.pdf,
../../cs.AI/2023/2307.01532v1/2307.01532v1.pdf,https://github.com/filipcano/intentional-autonomous-agents
../../cs.AI/2023/2310.06116v2/2310.06116v2.pdf,https://github.com/teshnizi/OptiMUS
../../cs.AI/2023/2306.04019v1/2306.04019v1.pdf,
../../cs.AI/2023/2304.11722v1/2304.11722v1.pdf,https://github.com/lilv98/LogicRec
../../cs.AI/2023/2302.09346v1/2302.09346v1.pdf,https://github.com/christianversloot/machine-learning-articles
../../cs.AI/2023/2306.00175v1/2306.00175v1.pdf,
../../cs.AI/2023/2304.04751v1/2304.04751v1.pdf,
../../cs.AI/2023/2306.15887v1/2306.15887v1.pdf,
../../cs.AI/2023/2310.05690v1/2310.05690v1.pdf,https://github.com/abisee/cnn-dailymail
../../cs.AI/2023/2307.04701v1/2307.04701v1.pdf,
../../cs.AI/2023/2308.07322v1/2308.07322v1.pdf,
../../cs.AI/2023/2306.08680v1/2306.08680v1.pdf,https://github.com/whitemech/FOND4LTLf
../../cs.AI/2023/2305.10032v1/2305.10032v1.pdf,
../../cs.AI/2023/2301.02781v1/2301.02781v1.pdf,https://github.com/wencolani/IterE
../../cs.AI/2023/2306.07542v1/2306.07542v1.pdf,https://github.com/VictorYXL/ReplenishmentEnv
../../cs.AI/2023/2310.05993v1/2310.05993v1.pdf,
../../cs.AI/2023/2308.03028v1/2308.03028v1.pdf,
../../cs.AI/2023/2310.04918v1/2310.04918v1.pdf,
../../cs.AI/2023/2305.10726v1/2305.10726v1.pdf,
../../cs.AI/2023/2306.02845v1/2306.02845v1.pdf,
../../cs.AI/2023/2305.14909v2/2305.14909v2.pdf,
../../cs.AI/2023/2303.17075v1/2303.17075v1.pdf,
../../cs.AI/2023/2306.05138v2/2306.05138v2.pdf,https://github.com/facebookresearch/esm
../../cs.AI/2023/2306.03423v2/2306.03423v2.pdf,https://github.com/maxwellreuter/chatgpt-refusals
../../cs.AI/2023/2307.08242v1/2307.08242v1.pdf,
../../cs.AI/2023/2303.07192v1/2303.07192v1.pdf,https://github.com/SmartDataAnalytics/SML-Bench
../../cs.AI/2023/2308.16596v1/2308.16596v1.pdf,
../../cs.AI/2023/2304.14635v1/2304.14635v1.pdf,
../../cs.AI/2023/2306.06821v2/2306.06821v2.pdf,
../../cs.AI/2023/2309.12696v1/2309.12696v1.pdf,https://github.com/oxwhirl/smac
../../cs.AI/2023/2307.01548v1/2307.01548v1.pdf,
../../cs.AI/2023/2305.12167v1/2305.12167v1.pdf,
../../cs.AI/2023/2308.14284v3/2308.14284v3.pdf,
../../cs.AI/2023/2306.04814v1/2306.04814v1.pdf,https://github.com/shuwen-liu-ox/LogInfer
../../cs.AI/2023/2308.09267v3/2308.09267v3.pdf,
../../cs.AI/2023/2308.04492v1/2308.04492v1.pdf,https://github.com/tatsu-lab/stanford_alpaca
../../cs.AI/2023/2307.03171v1/2307.03171v1.pdf,https://github.com/khalil-research/leo
../../cs.AI/2023/2306.17766v1/2306.17766v1.pdf,
../../cs.AI/2023/2302.00965v2/2302.00965v2.pdf,https://github.com/sail-sg/PatchAIL
../../cs.AI/2023/2308.02666v1/2308.02666v1.pdf,https://github.com/nathansttt/hog2
../../cs.AI/2023/2306.13956v2/2306.13956v2.pdf,https://github.com/n-brindise/pointwiseExpl-example
../../cs.AI/2023/2308.15030v1/2308.15030v1.pdf,
../../cs.AI/2023/2302.04600v1/2302.04600v1.pdf,
../../cs.AI/2023/2306.09042v1/2306.09042v1.pdf,
../../cs.AI/2023/2302.01061v1/2302.01061v1.pdf,
../../cs.AI/2023/2310.04988v2/2310.04988v2.pdf,https://github.com/Nv7-GitHub/googlesearch
../../cs.AI/2023/2309.12711v1/2309.12711v1.pdf,
../../cs.AI/2023/2306.04806v2/2306.04806v2.pdf,
../../cs.AI/2023/2304.05271v1/2304.05271v1.pdf,https://github.com/tufts-ai-robotics-group/Automaton-guided-CL
../../cs.AI/2023/2305.11137v1/2305.11137v1.pdf,
../../cs.AI/2023/2306.17337v1/2306.17337v1.pdf,
../../cs.AI/2023/2306.07126v1/2306.07126v1.pdf,
../../cs.AI/2023/2306.05298v1/2306.05298v1.pdf,
../../cs.AI/2023/2307.03379v1/2307.03379v1.pdf,
../../cs.AI/2023/2306.06294v1/2306.06294v1.pdf,https://github.com/microsoft/dowhy
../../cs.AI/2023/2304.02769v1/2304.02769v1.pdf,https://github.com/Derposoft/plot_
../../cs.AI/2023/2305.10051v1/2305.10051v1.pdf,https://github.com/baharslmn/pbn-epsilon-tuning
../../cs.AI/2023/2309.12177v2/2309.12177v2.pdf,
../../cs.AI/2023/2305.17196v1/2305.17196v1.pdf,
../../cs.AI/2023/2310.00804v1/2310.00804v1.pdf,
../../cs.AI/2023/2306.16088v1/2306.16088v1.pdf,
../../cs.AI/2023/2304.14918v1/2304.14918v1.pdf,https://github.com/QueensGambit/CrazyAra
../../cs.AI/2023/2305.16151v1/2305.16151v1.pdf,
../../cs.AI/2023/2301.05376v1/2301.05376v1.pdf,
../../cs.AI/2023/2309.11155v1/2309.11155v1.pdf,
../../cs.AI/2023/2308.05567v1/2308.05567v1.pdf,
../../cs.AI/2023/2306.02359v1/2306.02359v1.pdf,
../../cs.AI/2023/2303.10118v1/2303.10118v1.pdf,https://github.com/potassco/clingraph
../../cs.AI/2023/2306.10290v1/2306.10290v1.pdf,
../../cs.AI/2023/2305.15695v1/2305.15695v1.pdf,
../../cs.AI/2023/2305.02077v1/2305.02077v1.pdf,
../../cs.AI/2023/2302.11622v1/2302.11622v1.pdf,
../../cs.AI/2023/2306.02177v1/2306.02177v1.pdf,
../../cs.AI/2023/2304.11574v2/2304.11574v2.pdf,https://github.com/librahu/HIN-Datasets-for-Recommendation-a
../../cs.AI/2023/2309.09898v1/2309.09898v1.pdf,
../../cs.AI/2023/2303.08264v1/2303.08264v1.pdf,https://github.com/chanind/amr-social-chemistry-reasoner
